timestamp,date,hour,day_of_week,log_type,event_type,action,protocol,src_ip,src_port,dst_ip,dst_port,src_country,dst_country,policy_name,application,url,url_category,severity,is_blocked,is_allowed,message
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,39496,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,39496,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,39496,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,49962,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,49962,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,49962,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.161.231,39714,103.137.169.184,443,,,TCP-UDP-Proxi-Internet-MHS-00,TikTok,,,,0,1,HTTPS Request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.31,57284,103.149.71.90,61286,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 52 212.73.148.31 103.149.71.90 57284 61286 offset 8 S 2982469257 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.175.28,41045,103.149.71.71,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0151"" Allow VWMahasiswa SERVER SVT-HP udp 10.0.175.28 103.149.71.71 41045 53  geo_dst=""IDN"" flags=""Dd"" duration=""58 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""73"" rcvd_bytes=""189""  (Allow-NS-Internal-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,udp,40.90.235.65,47229,103.149.71.66,9433,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 54 udp 20 37 40.90.235.65 103.149.71.66 47229 9433  geo_src=""USA""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""54"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.161.231,43964,23.40.63.71,443,,,TCP-UDP-Proxi-Internet-MHS-00,TikTok,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,icmp,10.0.40.70,,10.0.177.32,,,,PING-00,,,,,0,1,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0151"" Allow ServerFarm-New CCTV2 icmp 10.0.40.70 10.0.177.32 echo-request duration=""104 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""56"" rcvd_bytes=""56""  (PING-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,57614,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.25,34584,103.149.71.89,53667,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 52 212.73.148.25 103.149.71.89 34584 53667 offset 8 S 3390534520 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,39496,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,icmp,10.0.40.70,,10.0.147.129,,,,PING-00,,,,,0,1,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0151"" Allow ServerFarm-New VDev icmp 10.0.40.70 10.0.147.129 echo-request duration=""54 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""56"" rcvd_bytes=""56""  (PING-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,49962,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,193.176.29.27,37924,103.149.71.117,31116,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 40 tcp 20 50 193.176.29.27 103.149.71.117 37924 31116 offset 5 S 1616764898 win 65535  geo_src=""GBR""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""40"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,57622,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,57622,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,57622,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,39508,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,39508,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,39508,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,49966,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,49966,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,49966,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,57622,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.219,51830,148.222.160.243,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.219,52860,103.137.169.54,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.219,36928,23.14.129.40,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,39508,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.219,36930,23.14.129.40,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.219,53514,103.137.169.33,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,10.0.40.119,40750,91.198.120.42,443,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny ServerFarm-New Firebox 60 tcp 20 64 10.0.40.119 91.198.120.42 40750 443 offset 10 S 1465062078 win 61690  geo_dst=""FIN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,10.0.40.119,40762,91.198.120.42,443,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny ServerFarm-New Firebox 60 tcp 20 64 10.0.40.119 91.198.120.42 40762 443 offset 10 S 251632711 win 61690  geo_dst=""FIN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,49966,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,udp,10.0.140.110,57621,10.0.143.255,57621,,,Internal Policy,,,,,1,0,broadcast
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,57638,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,57638,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,57638,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.161.231,37560,23.39.173.81,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.161.231,37560,23.39.173.81,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,39524,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,39524,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,39524,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.175.136,39744,57.144.192.36,5222,,,TCP-UDP-Proxi-Internet-MHS-00,WhatsApp,,,,0,1,IP Request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,165.154.138.107,52475,103.149.71.22,10039,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 Firebox 44 tcp 20 43 165.154.138.107 103.149.71.22 52475 10039 offset 6 S 3982803556 win 4  geo_src=""DEU""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""44"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,57638,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,23.111.14.189,37644,103.149.71.84,53584,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 55 23.111.14.189 103.149.71.84 37644 53584 offset 8 S 759832787 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.161.231,37560,23.39.173.81,443,,,TCP-UDP-Proxi-Internet-MHS-00,TikTok,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.147.10,63241,160.250.227.196,123,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Allow VDev Ekternal1 76 udp 20 63 10.0.147.10 160.250.227.196 63241 123  geo_dst=""IDN""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,udp,0.0.0.0,5678,255.255.255.255,5678,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny VLAN 10G Firebox 179 udp 20 64 0.0.0.0 255.255.255.255 5678 5678 flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""179"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,udp,10.0.147.208,5678,255.255.255.255,5678,,,Internal Policy,,,,,1,0,broadcast
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,39524,23.221.50.40,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Deny,tcp,185.223.235.44,57733,103.149.71.89,8302,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 40 tcp 20 53 185.223.235.44 103.149.71.89 57733 8302 offset 5 S 12114285 win 65535  geo_src=""NLD""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""40"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.50.14,56698,103.149.71.71,53,,,DNS-local-00,,,,,0,1,"2026-06-23T17:07:01+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:01) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VserverTI SERVER SVT-HP 70 udp 20 63 10.0.50.14 103.149.71.71 56698 53  geo_dst=""IDN"" record_type=""AAAA"" question=""antigravity-unleash.goog""  (DNS-local-00)"
2026-06-23 10:07:01,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.175.136,47272,94.140.14.14,853,,,TCP-UDP-Proxi-Internet-MHS-00,DNS over TLS,,,,0,1,Application identified
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.50.14,37686,34.54.84.110,443,,,TCP-UDP-Proxi-Internet-JTI-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,49980,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,49980,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,49980,43.174.159.147,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.163.96,41518,216.239.38.223,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,57648,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,57648,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:01,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,57648,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:01,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.50.14,37686,34.54.84.110,443,,,TCP-UDP-Proxi-Internet-JTI-00,,,,,0,1,ProxyAllow: HTTPS Request categories
